nregion_hospital,nrural,ndoctors,region,year,category
1,0,32,Полтавська,2017,Самостійні стоматологічні полікл.
5,0,"51,75",Рівненська,2017,Самостійні стоматологічні полікл.
3,0,"71,25",Сумська,2017,Самостійні стоматологічні полікл.
3,0,37,Тернопільська,2017,Самостійні стоматологічні полікл.
0,0,0,Харківська,2017,Самостійні стоматологічні полікл.
1,0,"20,75",Херсонська,2017,Самостійні стоматологічні полікл.
0,0,0,Хмельницька,2017,Самостійні стоматологічні полікл.
0,0,0,Черкаська,2017,Самостійні стоматологічні полікл.
0,0,0,Чернівецька,2017,Самостійні стоматологічні полікл.
0,0,0,Чернігівська,2017,Самостійні стоматологічні полікл.
0,0,0,м.Київ,2017,Самостійні стоматологічні полікл.
0,0,0,м.Севастополь,2017,Самостійні стоматологічні полікл.
0,0,0,Автономна pеспубліка Крим,2017,Станції та від.швид.медич.допомоги
0,0,0,Вінницька,2017,Станції та від.швид.медич.допомоги
39,14,36,Волинська,2017,Станції та від.швид.медич.допомоги
0,0,0,Дніпропетровська,2017,Станції та від.швид.медич.допомоги
0,0,0,Донецька,2017,Станції та від.швид.медич.допомоги
39,1,"15,25",Житомирська,2017,Станції та від.швид.медич.допомоги
0,0,0,Закарпатська,2017,Станції та від.швид.медич.допомоги
20,0,"28,25",Запорізька,2017,Станції та від.швид.медич.допомоги
0,0,0,Івано-Франківська,2017,Станції та від.швид.медич.допомоги
0,0,0,Київська,2017,Станції та від.швид.медич.допомоги
0,0,23,Кіровоградська,2017,Станції та від.швид.медич.допомоги
0,0,0,Луганська,2017,Станції та від.швид.медич.допомоги
0,0,0,Львівська,2017,Станції та від.швид.медич.допомоги
0,0,"13,5",Миколаївська,2017,Станції та від.швид.медич.допомоги
0,0,0,Одеська,2017,Станції та від.швид.медич.допомоги
46,10,"62,5",Полтавська,2017,Станції та від.швид.медич.допомоги
0,0,0,Рівненська,2017,Станції та від.швид.медич.допомоги
17,0,"46,75",Сумська,2017,Станції та від.швид.медич.допомоги
4,0,"95,75",Тернопільська,2017,Станції та від.швид.медич.допомоги
16,0,"55,25",Харківська,2017,Станції та від.швид.медич.допомоги
8,0,"22,25",Херсонська,2017,Станції та від.швид.медич.допомоги
0,0,0,Хмельницька,2017,Станції та від.швид.медич.допомоги
0,0,0,Черкаська,2017,Станції та від.швид.медич.допомоги
0,0,0,Чернівецька,2017,Станції та від.швид.медич.допомоги
44,4,26,Чернігівська,2017,Станції та від.швид.медич.допомоги
0,0,0,м.Київ,2017,Станції та від.швид.медич.допомоги
0,0,0,м.Севастополь,2017,Станції та від.швид.медич.допомоги
0,0,0,Автономна pеспубліка Крим,2017,Станції та відділ.перелив.крові
12,0,"9,75",Вінницька,2017,Станції та відділ.перелив.крові
7,0,7,Волинська,2017,Станції та відділ.перелив.крові
3,0,4,Дніпропетровська,2017,Станції та відділ.перелив.крові
4,0,"7,25",Донецька,2017,Станції та відділ.перелив.крові
15,0,4,Житомирська,2017,Станції та відділ.перелив.крові
9,0,"12,5",Закарпатська,2017,Станції та відділ.перелив.крові
8,0,8,Запорізька,2017,Станції та відділ.перелив.крові
10,0,"10,5",Івано-Франківська,2017,Станції та відділ.перелив.крові
6,0,"6,5",Київська,2017,Станції та відділ.перелив.крові
21,1,8,Кіровоградська,2017,Станції та відділ.перелив.крові
8,0,"6,75",Луганська,2017,Станції та відділ.перелив.крові
17,0,"5,75",Львівська,2017,Станції та відділ.перелив.крові
19,0,5,Миколаївська,2017,Станції та відділ.перелив.крові
5,0,"4,25",Одеська,2017,Станції та відділ.перелив.крові
10,0,"10,75",Полтавська,2017,Станції та відділ.перелив.крові
9,0,"3,5",Рівненська,2017,Станції та відділ.перелив.крові
7,0,5,Сумська,2017,Станції та відділ.перелив.крові
21,0,"13,75",Тернопільська,2017,Станції та відділ.перелив.крові
