total,hospitals,chospitals,maternity_hospitals,clinic,onc_clinic,other,region,year,category
86,40,1,1,26,0,9,Вінницька,2019,фізіотерапевтичні відділення (каб.)
60,30,1,0,19,0,5,Волинська,2019,фізіотерапевтичні відділення (каб.)
159,79,1,8,39,1,13,Дніпропетровська,2019,фізіотерапевтичні відділення (каб.)
87,44,1,1,22,0,9,Донецька,2019,фізіотерапевтичні відділення (каб.)
72,32,1,1,27,0,6,Житомирська,2019,фізіотерапевтичні відділення (каб.)
41,22,1,1,10,0,4,Закарпатська,2019,фізіотерапевтичні відділення (каб.)
82,41,1,2,10,0,15,Запорізька,2019,фізіотерапевтичні відділення (каб.)
87,37,1,3,21,0,9,Івано-Франківська,2019,фізіотерапевтичні відділення (каб.)
61,37,1,0,13,0,3,Київська,2019,фізіотерапевтичні відділення (каб.)
63,30,1,2,11,0,9,Кіровоградська,2019,фізіотерапевтичні відділення (каб.)
31,20,1,0,6,0,1,Луганська,2019,фізіотерапевтичні відділення (каб.)
167,72,2,3,69,0,10,Львівська,2019,фізіотерапевтичні відділення (каб.)
48,28,1,1,8,0,3,Миколаївська,2019,фізіотерапевтичні відділення (каб.)
106,49,1,3,30,1,10,Одеська,2019,фізіотерапевтичні відділення (каб.)
63,40,1,2,2,0,10,Полтавська,2019,фізіотерапевтичні відділення (каб.)
76,31,1,1,26,0,10,Рівненська,2019,фізіотерапевтичні відділення (каб.)
75,25,1,2,32,0,7,Сумська,2019,фізіотерапевтичні відділення (каб.)
60,34,1,1,14,0,2,Тернопільська,2019,фізіотерапевтичні відділення (каб.)
116,53,2,5,32,0,7,Харківська,2019,фізіотерапевтичні відділення (каб.)
59,28,1,1,16,0,8,Херсонська,2019,фізіотерапевтичні відділення (каб.)
78,32,1,1,31,0,6,Хмельницька,2019,фізіотерапевтичні відділення (каб.)
64,30,1,2,15,0,9,Черкаська,2019,фізіотерапевтичні відділення (каб.)
45,20,1,1,12,0,4,Чернівецька,2019,фізіотерапевтичні відділення (каб.)
62,30,1,1,17,0,8,Чернігівська,2019,фізіотерапевтичні відділення (каб.)
76,24,1,9,20,0,10,м.Київ,2019,фізіотерапевтичні відділення (каб.)
0,0,0,0,0,0,0,м.Севастополь,2019,фізіотерапевтичні відділення (каб.)
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2019,кабінети голкорефлексотерапії
7,5,1,0,0,0,1,Вінницька,2019,кабінети голкорефлексотерапії
0,0,0,0,0,0,0,Волинська,2019,кабінети голкорефлексотерапії
6,6,0,0,0,0,0,Дніпропетровська,2019,кабінети голкорефлексотерапії
2,2,0,0,0,0,0,Донецька,2019,кабінети голкорефлексотерапії
1,1,0,0,0,0,0,Житомирська,2019,кабінети голкорефлексотерапії
4,3,0,0,1,0,0,Закарпатська,2019,кабінети голкорефлексотерапії
6,4,1,1,0,0,0,Запорізька,2019,кабінети голкорефлексотерапії
4,2,1,0,0,0,0,Івано-Франківська,2019,кабінети голкорефлексотерапії
1,1,0,0,0,0,0,Київська,2019,кабінети голкорефлексотерапії
2,2,0,0,0,0,0,Кіровоградська,2019,кабінети голкорефлексотерапії
3,2,0,0,0,0,1,Луганська,2019,кабінети голкорефлексотерапії
7,2,1,1,1,0,2,Львівська,2019,кабінети голкорефлексотерапії
2,2,0,0,0,0,0,Миколаївська,2019,кабінети голкорефлексотерапії
7,5,0,0,2,0,0,Одеська,2019,кабінети голкорефлексотерапії
2,2,0,0,0,0,0,Полтавська,2019,кабінети голкорефлексотерапії
4,2,0,1,0,0,1,Рівненська,2019,кабінети голкорефлексотерапії
5,3,1,0,0,0,1,Сумська,2019,кабінети голкорефлексотерапії
5,5,0,0,0,0,0,Тернопільська,2019,кабінети голкорефлексотерапії
13,3,0,1,9,0,0,Харківська,2019,кабінети голкорефлексотерапії
1,0,0,0,0,0,1,Херсонська,2019,кабінети голкорефлексотерапії
1,1,0,0,0,0,0,Хмельницька,2019,кабінети голкорефлексотерапії
1,0,0,0,1,0,0,Черкаська,2019,кабінети голкорефлексотерапії
5,3,0,0,1,0,0,Чернівецька,2019,кабінети голкорефлексотерапії
6,5,0,0,0,0,0,Чернігівська,2019,кабінети голкорефлексотерапії
7,1,0,0,5,0,1,м.Київ,2019,кабінети голкорефлексотерапії
0,0,0,0,0,0,0,м.Севастополь,2019,кабінети голкорефлексотерапії
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2019,ендоскопічні відділення (кабінети)
33,29,1,0,1,1,1,Вінницька,2019,ендоскопічні відділення (кабінети)
25,19,1,0,5,0,0,Волинська,2019,ендоскопічні відділення (кабінети)
64,49,1,4,6,2,0,Дніпропетровська,2019,ендоскопічні відділення (кабінети)
27,25,1,0,0,1,0,Донецька,2019,ендоскопічні відділення (кабінети)
32,26,1,1,2,1,0,Житомирська,2019,ендоскопічні відділення (кабінети)
23,18,1,0,3,1,0,Закарпатська,2019,ендоскопічні відділення (кабінети)
34,28,1,1,0,2,1,Запорізька,2019,ендоскопічні відділення (кабінети)
34,26,1,1,2,2,0,Івано-Франківська,2019,ендоскопічні відділення (кабінети)
23,18,2,0,0,2,0,Київська,2019,ендоскопічні відділення (кабінети)
28,22,1,1,1,1,1,Кіровоградська,2019,ендоскопічні відділення (кабінети)
14,11,1,0,2,0,0,Луганська,2019,ендоскопічні відділення (кабінети)
48,35,2,0,7,1,2,Львівська,2019,ендоскопічні відділення (кабінети)
27,21,1,1,2,1,0,Миколаївська,2019,ендоскопічні відділення (кабінети)
41,34,1,0,5,1,0,Одеська,2019,ендоскопічні відділення (кабінети)
36,29,1,2,1,2,0,Полтавська,2019,ендоскопічні відділення (кабінети)
33,24,1,1,4,1,1,Рівненська,2019,ендоскопічні відділення (кабінети)
28,20,1,2,2,1,1,Сумська,2019,ендоскопічні відділення (кабінети)
28,23,1,1,1,1,0,Тернопільська,2019,ендоскопічні відділення (кабінети)
58,38,2,1,14,0,1,Харківська,2019,ендоскопічні відділення (кабінети)
24,21,1,0,0,1,0,Херсонська,2019,ендоскопічні відділення (кабінети)
31,25,1,1,2,1,0,Хмельницька,2019,ендоскопічні відділення (кабінети)
34,28,1,1,1,1,1,Черкаська,2019,ендоскопічні відділення (кабінети)
20,11,1,1,5,1,0,Чернівецька,2019,ендоскопічні відділення (кабінети)
34,28,1,1,1,1,1,Чернігівська,2019,ендоскопічні відділення (кабінети)
42,24,1,4,11,0,1,м.Київ,2019,ендоскопічні відділення (кабінети)
0,0,0,0,0,0,0,м.Севастополь,2019,ендоскопічні відділення (кабінети)
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2019,ультразвукової діагностики
